user_id,comment_text,gender,identity,user_followings,user_followers,user_posts,comment_likes,comment_length,comment_num,topic_num,emoji_num,secondary comments,label
6982758604.0,大妈一看就是不容易的打工人，，罚2000确实太狠了，，人家一个月才多少钱，教育一下就好了哪个部长那么短,1.0,0.0,731.0,498.0,463.0,1.0,10.0,2.0,1.0,2,0,1.0
6513336073.0,戏精啊有些人评论里谁在黑他了？一条都没看到比比歪歪什么被摸屁股还发个笑脸不要脸的东西！自己啥样不清楚吗？以为谁都对自己有想法？,0.0,3.0,258.0,73.0,39.0,0.0,36.0,2.0,2.0,0,0,1.0
6301343892.0,明明是一群男的先评论各种恶俗调侃还有什么性别一换，到最后却说是女的在打拳，那还不是看到他们评论才去反驳的吗？这才是性别一换:可是社会舆论不会对这个男的裸体被看到产生什么反应，可是民众觉得女的裸体被看到就是脏了，，男女平等不是这么用的,0.0,3.0,403.0,87.0,2950.0,0.0,68.0,2.0,1.0,2,0,0.0
5790567058.0,心理疾病太严重了现在社会上心理疾病越来越多了，尤其是强迫症，抑郁症，失眠，焦虑症,1.0,3.0,81.0,32.0,144.0,1.0,32.0,2.0,1.0,0,0,0.0
7413603561.0,如果是男保洁进入女浴室不敲门，看见女领导洗澡，会得到怎样的处罚呢？流氓罪拘留？如果是男保洁进入女浴室不敲门，看见女领导洗澡，会得到怎样的处罚呢？流氓罪拘留？,1.0,3.0,847.0,61.0,3203.0,2.0,57.0,2.0,1.0,13,0,1.0
3477614400.0,我觉得大家多些体谅，有些人真的很不容易是不对，但是罚的太多了,0.0,3.0,251.0,371.0,3760.0,0.0,11.0,2.0,1.0,0,0,0.0
7464035570.0,对于清华老师的做法，让我想起了，自小学起，老师在处理争端时，无论对错，都会偏向女生。作为一名大学老师，对待这种涉及法律层面的争端时，也是如出一辙。难道就因为是“女生”？（对错面前无性别之分）对于女方，一名清华学子，说话无半点根据，不计后果。找事时，气势汹汹，认错时，畏畏缩缩，没有一点清华学子该有的素质和风范。对于评论区的朋友们，我想说，评论就要就事论事，不要言语攻击。公道自在人心，给法律留点余地。,0.0,3.0,55.0,3.0,0.0,0.0,48.0,3.0,1.0,1,0,0.0
5958043139.0,管你们怎么诋毁，我们就是信钟老，救了湖北的是他管你们怎么诋毁，我们就是信钟老，救了湖北的是他,0.0,3.0,238.0,22.0,88.0,34.0,26.0,2.0,1.0,1,1,0.0
1864642164.0,欺负员工不懂法都把底层人民当傻子,0.0,3.0,36.0,138.0,198.0,0.0,9.0,2.0,1.0,0,0,0.0
5164705717.0,这上面几层女的是真的恶心，一直在洗，说什么学姐道歉了，当时碰到了不道歉挂出来怎么了，什么道歉了还要咋滴，说什么色狼那么多还不能女的提防一下？真的吐了，阴阳怪气，这尼玛是要是没监控别人别人直接毁了，合着道歉就没事了？我特么给你一刀，对不起捅错人了，我也没事？，全特么nc这么肆意妄为动不动社会死，而且没一点美术基础，文化课也不出众还被清华录取，热搜被撤，前面已经找不到了，还有清华一直洗地真的搞笑，一场雪发了七八条微博直接刷屏一样，对于这件事闭口不言，是不是怕说多了查出来学历作假？更多的py交易？真的电影功夫里的那句话，不说了洗地了,1.0,3.0,9.0,2.0,3.0,1.0,132.0,2.0,1.0,0,0,1.0
5672385212.0,哈哈哈哈哈哈哈哈哈哈哈哈哈笑死人把她的信息挖出来啊,1.0,3.0,197.0,191.0,3.0,0.0,9.0,2.0,1.0,0,0,1.0
5384965817.0,重点是她没敲门进男浴室，而不是看见谁的身体要戴口罩，要健康，要平安,0.0,3.0,656.0,303.0,1315.0,0.0,12.0,2.0,2.0,0,0,0.0
5823104796.0,如果国人救人，奖励也那么及时就好了。害人之心不可有，防人之心不可无。孩子已经18了，该有点社会交往能力和自我保护意识。律师只是以此为案例，告诫大家遇事该如何正确处理。,0.0,0.0,110.0,76.0,1080.0,1.0,65.0,2.0,2.0,0,0,0.0
6327603302.0,老报道日本？国内那么多新闻该报道不报道？外国的事整天霸占国内rs有意思鼓掌鼓掌鼓掌（没有对死者不敬的意思）老报道日本？国内那么多新闻该报道不报道？外国的事整天霸占国内rs有意思鼓掌鼓掌鼓掌（没有对死者不敬的意思）,1.0,0.0,952.0,11891.0,1723.0,1.0,62.0,2.0,1.0,13,0,1.0
5710185751.0,那你说，要是误闯进去的是位年轻美女，那这位部长是不是就会说算了（赚了）啊。都tama得扯淡罚款管理机智。都是扯淡，就跟电视剧剧情安排一样似的，还正好撞见部长啥的，活该自己洗澡不拉帘子，秀啤酒肚身材给谁看呢。那你说打有些扫厕所的都是阿姨，进厕所打扫卫生也没见上大号的不关门吧，有上大号的不照常打扫卫生吗。罚款这么多完全就是对基层员工的不合理考核规定，严重差评这个管理,1.0,3.0,159.0,73.0,98.0,1.0,130.0,2.0,1.0,0,0,1.0
1763547177.0,那么冷的天，谁会去摆拍，衣服都没脱就下去了。围观的都是中国人，老外不下去是让她死吗？一群乌合之众！！那么冷的天，谁会去摆拍，衣服都没脱就下去了。围观的都是中国人，老外不下去是让她死吗？中国很多人和鲁迅说的一样，一群乌合之众！！,1.0,0.0,439.0,596.0,91.0,0.0,63.0,2.0,1.0,0,0,0.0
2286022050.0,夏洛克！！！！夏洛克！！,0.0,0.0,156.0,226.0,135.0,0.0,5.0,2.0,2.0,0,0,0.0
5707649868.0,犯法了，去劳动局处理吧这不是知不知道或者公司考核制度来的，签订的劳动合同也不能对抗法律,1.0,3.0,200.0,6.0,38.0,0.0,32.0,2.0,1.0,0,0,0.0
1911234211.0,罚可以，罚合理点行吗？他也不是不知道清洁工的工资，我最怕就是看到这种新闻。我觉得1000都太多了，最多500,1.0,0.0,761.0,1253.0,1285.0,0.0,17.0,2.0,1.0,1,0,0.0
5976069900.0,显然自杀不过是懦弱者逃避现实的途径，既然不是自负材高被埋没，也没有在现实中举步维艰，更没有被人际关系所束缚，那么你自杀的动机必然是现实与自己设定的理想有落差，而你又无力改变现状，你可曾想过如何回报这个世界毫无保留爱你的父母，你的离去父母肯定悲痛欲绝…实在是太令人震惊了，可以用不寒而栗来形容。要知道三浦春马是电影版{进击的巨人}与{水原希子}搭档的男主角。,1.0,3.0,736.0,66.0,2761.0,0.0,53.0,2.0,1.0,0,0,0.0
6180209412.0,这位领导比较金贵到底看到啥了，值2000块,1.0,3.0,85.0,3007.0,2437.0,0.0,13.0,2.0,1.0,0,0,1.0
1078505971.0,犯错处罚是应该的。如果大厦之前有处罚规定包括处罚数额，这事儿就没什么可说的。但是，如果说处罚是因为是领导，而且数额是临时规定，就有点不合理了。如果是普通员工呢？不过，这位大姐心可是够大的，别说进错男浴室，就是进女浴室，你也要敲门呢，这样不声不响容易把人家吓着。钟老，人民的守护神，有钟老百姓踏实，钟老您辛苦了！,0.0,3.0,861.0,319.0,13600.0,0.0,37.0,2.0,2.0,6,0,0.0
6260554145.0,慕容家的绝学，以彼之道还施彼身，天经地义。法制讲不过，又想拿道德来说事，我们就是看看谁最喜欢干这样的事这个事情过后，见到女的求助被非礼被咸猪手要三思而行了，万一她是想让别人社死，那我岂不是成为枪子儿了吗,0.0,3.0,97.0,58.0,190.0,0.0,50.0,2.0,1.0,0,0,1.0
1950176157.0,骂钟老的，大概刚去骂过哈工大不想过美国感恩节的大学生们，又在这里集体不懂感恩，这就是美国教科书式的双标。阴阳怪气钟院士的真是可笑，他说板兰根有预防作用，他有指定哪个厂出的了吗，他要指定厂家，那才是真带货吧，再说，买不买不在你自己吗？,0.0,3.0,45.0,2775.0,719.0,0.0,64.0,2.0,1.0,0,0,0.0
7307811593.0,一路走好啊太可惜了吧,0.0,0.0,1097.0,3043.0,64033.0,3.0,5.0,2.0,1.0,0,0,0.0
5016848677.0,要是不巧监控没拍到，找谁说理去。希望这位“学姐”收到法律的严惩看来学姐有权有势啊,1.0,3.0,196.0,221.0,1863.0,0.0,9.0,2.0,2.0,0,0,1.0
6557868688.0,笑看biao子们打拳看见这标题果不其然评论区女biao子们又开始打拳了,1.0,3.0,3.0,1.0,0.0,0.0,25.0,2.0,1.0,2,0,1.0
2453801347.0,，女保洁误入男浴室撞见领导被罚2000元，，闯进浴室是不对，如果原本规定是两千也无可非议，但因为是领导就罚两千对于保洁来说是多了。，钟南山称已出现同患流感和新冠病例，，家人排了很久的号，这周终于打了流感疫苗。,0.0,1.0,409.0,1123708.0,16030.0,0.0,39.0,2.0,2.0,0,0,0.0
5214926754.0,？？？我翻了一眼都没看到黑钟南山的，前排这么多人都是在自言自语骗赞吗？？？？？我翻了一眼都没看到黑钟南山的，前排这么多人都是在自言自语骗赞吗？？,1.0,0.0,257.0,710.0,125.0,229.0,60.0,2.0,1.0,7,1,0.0
6229764018.0,他不是说不会再有吗多带货，多喝安慕希，少吃零食多睡觉就没事了,1.0,3.0,1127.0,6849.0,18.0,0.0,21.0,2.0,1.0,0,0,1.0
3843084644.0,还通过辅导员道歉？？自己都不亲自道歉？估计是没脸吧。要我就得，要求她亲自鞠躬道歉。道歉文字发朋友圈三天。这是什么清华垃圾,1.0,3.0,126.0,98.0,1014.0,0.0,8.0,2.0,3.0,0,0,1.0
2645254730.0,自杀不，很明显是他杀！江户川柯南:自杀不，很明显是他（死者老公）杀的！这就是事实真相！,1.0,3.0,271.0,334.0,758.0,0.0,32.0,2.0,1.0,0,0,1.0
1768087815.0,太多了有什么见不得人的,1.0,3.0,248.0,173.0,4234.0,0.0,8.0,2.0,1.0,0,0,1.0
7462345760.0,阴阳怪气的明年春天必遭病毒感染多打了一个0吧,1.0,3.0,333.0,4.0,143.0,0.0,7.0,2.0,3.0,0,0,1.0
1744830311.0,诽谤是故意捏造事实，这事不可能构成诽谤，哪个律师这么不专业？还有，学姐在朋友圈和树洞都长文书面道歉了，“通过辅导员表达歉意”是什么鬼？,0.0,3.0,232.0,1007.0,4900.0,0.0,37.0,2.0,1.0,0,0,0.0
2799608444.0,那个领导大中午一点多在浴室里面洗澡没关门，自己也有问题好么，以为自己家吗？洗澡不关门。罚款100到200就可以，人家也是辛苦钱。到底是浴室还是厕所，浴室里面没有单独小门吗？不好意思，没进男浴室过。,0.0,3.0,1113.0,330.0,2545.0,0.0,55.0,2.0,1.0,0,0,0.0
7511784471.0,难道真的有人相信流感病毒和新冠病毒会以毒攻毒吗见小了,1.0,3.0,25.0,1.0,0.0,0.0,3.0,2.0,2.0,1,0,1.0
5080148127.0,放他妈的钟南山屁！甲流感染者已经自然群体免疫了，即使因为甲流感染发生流感症状也会自愈，发烧咳嗽几天就好了，大不了吃感冒药。如果咳嗽气闷就吃泰诺，因为泰诺里有麻黄碱可以扩展支气管排痰；如果没有咳嗽很轻微就吃白加黑和百服宁退烧消炎消肿。有屁的危险？！麻辣隔壁的钟南山又在制造恐慌混乱！第一，中国有很多防疫专家院士，钟南山85岁了，还是生产呼吸机制氧机的医药科技公司董事长，太忙该下课了。，第二，钟南山没有参加武汉抗疫，从没有参加一线抗疫工作。仅仅1月19日在武汉停留18个小时。，第三，钟南山一直忙于商业活动，经营代言很多产品，为赚钱发表的疫情消息是犯罪行为！大家团结起来，擦亮眼睛，共同抵抗资本金钱收买的舆论洗脑！相信官方，相信卫健委，相信疾控中心，相信科学！不要被钟南山洗脑收割韭菜！卖板蓝根一定要是白云山牌！钟南山不是医生了是商人骗子！钟南山是骗子。钟南山是广州呼研所医药科技有限公司的董事长，生产呼吸机和制氧机。钟南山这样私自发布疫情消息违反《传染病防治法》，钟南山是商人，卖呼吸机制氧机，卖广州白云山牌板蓝根，卖连花清瘟血必净，甚至代言安慕希酸奶！甲流早就群体免疫了，也就是猪流感，2009年在墨西哥发现。我国早已形成群体自然免疫，有了群体免疫屏障！刚好能证明新冠群体免疫的科学性，不必恐慌，自然群体免疫才是最科学的，鼓吹人道主义的都是邪教忽悠，目的是要做生意发大财！钟南山歪曲事实忽悠百姓割韭菜！钟南山在犯罪！,1.0,3.0,306.0,136.0,170.0,0.0,132.0,5.0,1.0,0,0,1.0
5553648229.0,教育，加强培训，真的大可不必让喷子带着键盘去研究抗疫疫苗吧,0.0,3.0,8.0,8.0,90.0,0.0,15.0,2.0,2.0,0,0,0.0
3303790684.0,一定要告她诬告罪名,0.0,3.0,330.0,159.0,11168.0,0.0,4.0,2.0,1.0,0,0,0.0
7438799290.0,互相道歉，就此了结还是要防范,0.0,0.0,598.0,6398.0,249.0,0.0,5.0,2.0,2.0,2,0,0.0
6111303295.0,这比找鸭子还贵这比找鸭子还贵,1.0,3.0,88.0,512.0,8377.0,302.0,41.0,2.0,1.0,16,1,1.0
6453221412.0,洗澡咋不关浴室小门呢，开着让人家看吗，要是男的进来，看见也不好啊为啥不是男生清理男厕所，女生清理女厕所呢,1.0,3.0,150.0,61.0,204.0,0.0,23.0,2.0,1.0,1,0,0.0
7058167268.0,你们信不信，如果学弟不忍下来，选择把事闹大，他可能毕不了业个人信息说爆就爆？多少分进去的？家里什么背景这么牛逼？查查吧唉，都靠同行衬托啊,1.0,3.0,21.0,1.0,5.0,0.0,9.0,3.0,2.0,1,0,0.0
7348739370.0,女生太贱了，如果道歉有用，要法律干什么？女生太贱了,1.0,3.0,363.0,32.0,262.0,37.0,5.0,2.0,1.0,0,0,1.0
5340447733.0,告她啊还读清华呢就这人品告她啊还读清华呢就这人品,1.0,3.0,74.0,141.0,271.0,40.0,41.0,2.0,1.0,15,1,0.0
5940658635.0,这个，凤凰网，，怎么还不封内涵一个已经84岁却任然赴一线抗疫的人，你们是有毛病吧，还是你们做了什么，伟大，，光荣，的大事？,0.0,0.0,128.0,1218.0,646.0,18.0,48.0,2.0,1.0,0,0,0.0
5944621545.0,男的误入罚六千道歉为什么没人替他说超过工资50％？一边喊着男女平等，下边喊着男的看一眼怎么了？我想问一下女的看一眼怎么了？希望有的母狗洗澡别的大爷误入他给你道歉罚二百你可以原谅他。我看男的误入罚了六千有的母狗就在那说活该罚少了？自己一天天扭逼搭胯，奶子漏一半称其为穿衣自由，这时候说男女不一样了？男的能看女的不能看。感觉太多人打着女权的幌子，一方面说自己是弱势群体要求别人付出，一方面又要证明自己是平等的，真的是矛盾的混合体,1.0,3.0,275.0,970.0,51.0,0.0,54.0,3.0,1.0,0,0,0.0
3648780583.0,强烈建议清华学弟告她，但凡这个女生能挺过去，我都觉得这届微博网名不及格。,1.0,3.0,25.0,5.0,11.0,2.0,25.0,2.0,1.0,0,0,1.0
3930096420.0,中国啥都好就是多了很多键盘侠和脑残，不想看不看，不想买不买，你们这么高尚，也去无偿奉献去啊，把自己的家产全捐了呗，就会拿个键盘叭叭叭个不停，国家的九年义务教育都拯救不了你们这些键盘侠，还有说什么造神的？我真的笑了钟老对当初的非典，现在都新冠做出多大的贡献，我们学医的把他当“神”不为过吧！！！阴阳怪气些什么就许追星的时候把自己喜欢打的明星叫神叫仙，我们医学界的不能把钟老当成我们崇拜敬仰的神吗？？？阴阳怪气给谁看呢？,0.0,3.0,185.0,110.0,264.0,0.0,116.0,2.0,1.0,0,0,0.0
7479354524.0,他们经历了什么。多么不想活要上吊自杀,0.0,3.0,138.0,8.0,31.0,0.0,10.0,2.0,1.0,0,0,0.0
7272178644.0,可以起诉公司违反行政处罚法除了国家权力机关，任何单位都没有罚款的权力,1.0,3.0,301.0,15.0,1023.0,0.0,21.0,3.0,1.0,0,0,0.0
1282592171.0,美国有本书，在中国出版了，叫“好好告别”，是描写火化工的，专治抑郁。你说错了，中国人知道，因为他山之石可以攻玉。也不一定，吃的有一种“老吃不饱的感觉”。上帝打开了日本人日常行为素质之门，但关闭了精神心理素质之门。,1.0,3.0,1501.0,587.0,1796.0,0.0,30.0,4.0,2.0,0,0,0.0
2964378214.0,倘若是个男的进了女浴室又该如何处置？倘若是个男的进了女浴室又该如何处置？,0.0,3.0,817.0,80.0,285.0,13.0,18.0,2.0,1.0,6,1,1.0
7417976506.0,娱乐圈怎么样咱们也（不配）知道，哈哈哈哈哈哈哈啊哈哈哈哈哈哈哈哈哈哈啊哈哈哈还有中国人趁机骂中国娱乐圈的呢，外国人自杀我们怎么知道为什么，日本娱乐圈怎么了你得问日本人，你问中国人怎么知道？说的好他妈对啊，咱们连国内娱乐圈的瓜都没吃完还日娱，日本娱乐圈怎么了你得问日本人，你问中国人怎么知道？,0.0,3.0,206.0,28.0,755.0,0.0,58.0,2.0,1.0,5,0,1.0
5725614435.0,等我长大了，我要当个男保洁，去打扫女厕所长这么大了啥没看过？女拳们能不能先看事情对错？能不能看符不符合法律？进来就打拳，搞的跟被qj了一样应该罚领导的钱，居然让女员工看自己的果体，还要报警，立案,1.0,3.0,83.0,203.0,53.0,0.0,31.0,3.0,1.0,2,0,1.0
7502441064.0,评论区里是有，，，间，，，，谍，，吗？钟老和他的团队们加油，我们会不聚集的，会带口罩的。加油鸭，我们好好保护自己。国士无双，能者多劳。钟院士也要注意休息,1.0,3.0,72.0,1.0,12.0,0.0,32.0,3.0,1.0,0,0,0.0
3223808283.0,日本这社会，啥都做到了极致，垃圾能分类个几百种还要分日子扔垃圾，服务也是极致每天笑脸迎人对客人也是无微不至，在这种严谨的社会里给人的观感确实很好什么都做到位了，也是很多在日本的日吹常拿来吹嘘的事，但你往深了想想就知道为什么日本人自杀率这么高了，人还是简单点这么多条条框框真不行。现在很多短视频平台的日吹吹日本怎么怎么好，其实在这层表象之下也隐藏了一系列问题，自杀率这么高也能看出些端倪，那就是日本太压抑了。,1.0,3.0,16.0,3.0,3.0,0.0,64.0,2.0,1.0,0,0,0.0
1877134305.0,这是实话。短期出来的疫苗，，不开除就不错了。这种行为必须开除,0.0,3.0,270.0,627.0,2375.0,0.0,16.0,2.0,2.0,4,0,0.0
5307566370.0,我们公司也是，因为是高档写字楼，卫生方面要求很高，所以保洁阿姨几乎每一两个小时都会打扫一次。我好几次洗手间正在…，保洁阿姨直接闯进来打扫卫生，看见跟没看见一样。说吧，感觉阿姨很可怜，不忍心；不说吧，老是这样，也难为情我们公司也是，因为是高档写字楼，卫生方面要求很高，所以保洁阿姨几乎每一两个小时都会打扫一次。我好几次洗手间正在…，保洁阿姨直接闯进来打扫卫生，看见跟没看见一样。说吧，感觉阿姨很可怜，不忍心；不说吧，老是这样，也难为情,1.0,3.0,1.0,67.0,3.0,0.0,115.0,2.0,1.0,3,0,0.0
6468273170.0,评论里好多舔狗，中医药碍着那些人活着吗，中医药也在扬长避短，也在发展好吗，，既然这么抵触中医药，搞不懂为什么有些人得病了西药治不好这时候就想起找中医了。疫苗研究时间本来就很难很慢，三年已经是目前疫苗研究算很快的了，而且病毒在这段时间不知道会不会变异,0.0,0.0,439.0,1163.0,877.0,0.0,48.0,2.0,1.0,0,0,0.0
7227827002.0,殖民地是这样的原来中国是殖民地啊，洋大人就是舒服,1.0,3.0,4.0,30.0,0.0,0.0,17.0,2.0,2.0,0,0,1.0
5746358632.0,吃亏的不是女性吗？长针眼啊吃亏的不是女性吗？长针眼啊,1.0,3.0,871.0,74.0,77.0,147.0,26.0,2.0,1.0,4,1,1.0
2288428852.0,平时见义勇为的新闻少了吗？怎么就没奖励了，记得还有高三学子被重点高校录取的。说能上热搜的，难道不是评论里一堆看见人家是外国人就开始喷摆拍喷国人见义勇为没奖励的给一起搞出的热度吗？为重点夸这个事是表示我们国家欢迎这种善良的外国人吗？这种奖赏不是做给外媒看的吗？而且人家总领事缺五万吗非要搞极端排外，和那些排华的外国人有什么区别。我们国家反对保护主义反对单边主义，狭隘的民族主义不会为国家带来好事，像白求恩这种国际主义战士，抗战时期在中国救死扶伤，甚至最后感染死亡，这种也要以人家加拿大人身份，否定他的无私对中国的帮助吗？要骂为他修建了纪念碑吗？,0.0,3.0,308.0,4300.0,9080.0,2.0,131.0,2.0,1.0,0,0,0.0
6618086317.0,相信一定会越来越好因为有你们这样的人在这要是个美女应该就不会了,0.0,3.0,175.0,62.0,74.0,0.0,12.0,2.0,2.0,1,0,1.0
3965683540.0,看了下面某些言论真令人心寒，人家那么老了都还在辛苦抗疫，而键盘侠只会攻击内涵钟老看了下面某些言论真令人心寒，人家那么老了都还在辛苦抗疫，而键盘侠只会攻击内涵钟老做错了该罚，但2000对于一个月才3400的人有些太多了,0.0,3.0,135.0,246.0,8472.0,0.0,28.0,3.0,3.0,9,0,0.0
